TaxonId,Kingdom,Phylum,Class,Order,Family,Genus,Species,Subspecies,FullName,,AuthorYear,RankName,CurrentListing,FullAnnotationEnglish,AnnotationEnglish,AnnotationSpanish,AnnotationFrench,#AnnotationSymbol,#Annotation,SynonymsWithAuthors,EnglishNames,SpanishNames,FrenchNames,CitesAccepted,All_DistributionISOCodes,All_DistributionFullNames,NativeDistributionFullNames,Introduced_Distribution,Introduced(?)_Distribution,Reintroduced_Distribution,Extinct_Distribution,Extinct(?)_Distribution,Distribution_Uncertain
100369,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,sorrah,,Carcharhinus sorrah,,"(Valenciennes, 1839)",SPECIES,II,Appendix II:Listing adopted at CoP19 in November 2022 with entry into effect delayed by 12 months. ,Appendix II:Listing adopted at CoP19 in November 2022 with entry into effect delayed by 12 months. ,Appendix II:Inclusión adoptada en la CoP19 en noviembre de 2022 con entrada en vigor aplazada 12 meses. ,Appendix II:Inscription adoptée à la CdP19 en novembre 2022 avec entrée en vigueur retardée de 12 mois. ,,Appendix II: ,,Spottail shark,,,TRUE,"AU, BH, BN, KH, CN, DJ, EG, ER, HK, IN, ID, IR, IQ, KE, KW, MG, MY, MZ, MM, OM, PK, PG, PH, QA, SA, SC, SG, SB, SO, ZA, LK, SD, TW, TH, TL, AE, TZ, VN, YE","Australia, Bahrain, Brunei Darussalam, Cambodia, China, Djibouti, Egypt, Eritrea, Hong Kong, SAR, India, Indonesia, Iran (Islamic Republic of), Iraq, Kenya, Kuwait, Madagascar, Malaysia, Mozambique, Myanmar, Oman, Pakistan, Papua New Guinea, Philippines, Qatar, Saudi Arabia, Seychelles, Singapore, Solomon Islands, Somalia, South Africa, Sri Lanka, Sudan, Taiwan, Province of China, Thailand, Timor-Leste, United Arab Emirates, United Republic of Tanzania, Viet Nam, Yemen","Australia, Bahrain, Brunei Darussalam, Cambodia, China, Djibouti, Egypt, Eritrea, Hong Kong, SAR, India, Indonesia, Iran (Islamic Republic of), Iraq, Kenya, Kuwait, Madagascar, Malaysia, Mozambique, Myanmar, Oman, Pakistan, Papua New Guinea, Philippines, Qatar, Saudi Arabia, Seychelles, Singapore, Solomon Islands, Somalia, South Africa, Sri Lanka, Sudan, Taiwan, Province of China, Thailand, Timor-Leste, United Arab Emirates, United Republic of Tanzania, Viet Nam, Yemen",,,,,,
100370,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,tilstoni,,Carcharhinus tilstoni,,"(Whitley, 1950)",SPECIES,II,Appendix II:Listing adopted at CoP19 in November 2022 with entry into effect delayed by 12 months. ,Appendix II:Listing adopted at CoP19 in November 2022 with entry into effect delayed by 12 months. ,Appendix II:Inclusión adoptada en la CoP19 en noviembre de 2022 con entrada en vigor aplazada 12 meses. ,Appendix II:Inscription adoptée à la CdP19 en novembre 2022 avec entrée en vigueur retardée de 12 mois. ,,Appendix II: ,,Australian blacktip shark,,,TRUE,AU,Australia,Australia,,,,,,
100371,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,tjutjot,,Carcharhinus tjutjot,,"(Bleeker, 1852)",SPECIES,II,Appendix II:Listing adopted at CoP19 in November 2022 with entry into effect delayed by 12 months. ,Appendix II:Listing adopted at CoP19 in November 2022 with entry into effect delayed by 12 months. ,Appendix II:Inclusión adoptada en la CoP19 en noviembre de 2022 con entrada en vigor aplazada 12 meses. ,Appendix II:Inscription adoptée à la CdP19 en novembre 2022 avec entrée en vigueur retardée de 12 mois. ,,Appendix II: ,,Indonesian whaler shark,,,TRUE,"ID, MY, TW","Indonesia, Malaysia, Taiwan, Province of China","Indonesia, Malaysia, Taiwan, Province of China",,,,,,
11210,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,carcharias,,Carcharodon carcharias,,"(Linnaeus, 1758)",SPECIES,II,Appendix II: ,Appendix II: ,Appendix II: ,Appendix II: ,,Appendix II: ,"Carcharodon capensis Smith, 1839, Squalus caninus Osbeck, 1765, Carcharodon rondeletii Müller & Henle, 1839, Carcharodon smithii Agassiz, 1838, Carcharias lamia Rafinesque, 1810, Carcharias rondeletti Bory de Saint-Vincent, 1829, Carcharias vulgaris (Richardson, 1836), Carcharodon albimors Whitley, 1939, Carcharias verus Cloquet, 1817, Carcharias maso Morris, 1898, Carcharodon smithi Bonaparte, 1838, Carcharias atwoodi Storer, 1848","Great White Shark, Man-eater Shark, Mango-taniwha, Mango-ururoa, White-death, White Pointer, White Shark","Devorador de hombres, Gran Tiburón Blanco, Jaquetón, Jaquetón blanco, Jaquetón de ley, Marrajo, Tiburón antropófago, Tiburón blanco","Grand requin blanc, Lamie, Mangeur d'hommes, Requin blanc",TRUE,"AL, DZ, AS, AO, AI, AG, AR, AW, AU, BS, BH, BD, BB, BZ, BJ, BQ, BA, BR, BN, CV, KH, CM, CA, CL, CN, CX, CC, CO, KM, CG, CR, CI, HR, CU, CW, CY, KP, CD, DJ, DM, DO, EC, EG, SV, GQ, ER, FJ, FR, GF, PF, GA, GM, GH, GI, GR, GD, GP, GT, GN, GW, GY, HT, HN, HK, IN, ID, IR, IQ, IL, IT, JM, JP, JO, KE, KI, KW, LB, LR, LY, MO, MG, MY, MV, MT, MH, MQ, MR, MU, YT, MX, FM, MC, ME, MS, MA, MZ, MM, NA, NR, NC, NZ, NI, NG, NU, NF, OM, PK, PW, PA, PG, PE, PH, PN, PT, QA, KR, RE, RU, SH, KN, LC, MF, PM, VC, WS, ST, SA, SN, SC, SL, SG, SX, SI, SB, SO, ZA, ES, LK, PS, SD, SR, SY, TW, TH, TL, TG, TO, TT, TN, TR, TV, AE, TZ, US, UY, VU, VE, VN, WF, EH, YE","Albania, Algeria, American Samoa, Angola, Anguilla (United Kingdom), Antigua and Barbuda, Argentina, Aruba, Australia, Bahamas, Bahrain, Bangladesh, Barbados, Belize, Benin, Bonaire, Saint Eustatius and Saba, Bosnia and Herzegovina, Brazil, Brunei Darussalam, Cabo Verde, Cambodia, Cameroon, Canada, Chile, China, Christmas Island, Cocos (Keeling) Islands, Colombia, Comoros, Congo, Costa Rica, Côte d'Ivoire, Croatia, Cuba, Curaçao, Cyprus, Democratic People's Republic of Korea, Democratic Republic of the Congo, Djibouti, Dominica, Dominican Republic, Ecuador, Egypt, El Salvador, Equatorial Guinea, Eritrea, Fiji, France, French Guiana [FR], French Polynesia, Gabon, Gambia, Ghana, Gibraltar (United Kingdom), Greece, Grenada, Guadeloupe, Guatemala, Guinea, Guinea Bissau, Guyana, Haiti, Honduras, Hong Kong, SAR, India, Indonesia, Iran (Islamic Republic of), Iraq, Israel, Italy, Jamaica, Japan, Jordan, Kenya, Kiribati, Kuwait, Lebanon, Liberia, Libya, Macao, SAR, Madagascar, Malaysia, Maldives, Malta, Marshall Islands, Martinique, Mauritania, Mauritius, Mayotte, Mexico, Micronesia (Federated States of), Monaco, Montenegro, Montserrat (United Kingdom), Morocco, Mozambique, Myanmar, Namibia, Nauru, New Caledonia, New Zealand, Nicaragua, Nigeria, Niue, Norfolk Island, Oman, Pakistan, Palau, Panama, Papua New Guinea, Peru, Philippines, Pitcairn Islands (United Kingdom), Portugal, Qatar, Republic of Korea, Réunion, Russian Federation, Saint Helena and Dependencies (United Kingdom), Saint Kitts and Nevis, Saint Lucia, Saint-Martin, Saint Pierre and Miquelon, Saint Vincent and the Grenadines, Samoa, Sao Tome and Principe, Saudi Arabia, Senegal, Seychelles, Sierra Leone, Singapore, Sint Maarten, Slovenia, Solomon Islands, Somalia, South Africa, Spain, Sri Lanka, State of Palestine, Sudan, Suriname, Syrian Arab Republic, Taiwan, Province of China, Thailand, Timor-Leste, Togo, Tonga, Trinidad and Tobago, Tunisia, Türkiye, Tuvalu, United Arab Emirates, United Republic of Tanzania, United States of America, Uruguay, Vanuatu, Venezuela (Bolivarian Republic of), Viet Nam, Wallis and Futuna Islands, Western Sahara, Yemen","Albania, Algeria, Angola, Anguilla (United Kingdom), Antigua and Barbuda, Argentina, Australia, Bahamas, Barbados, Benin, Bosnia and Herzegovina, Brazil, Cabo Verde, Cameroon, Canada, Chile, China, Colombia, Costa Rica, Côte d'Ivoire, Croatia, Cuba, Cyprus, Democratic People's Republic of Korea, Democratic Republic of the Congo, Dominica, Ecuador, Egypt, Fiji, France, French Polynesia, Gabon, Gambia, Ghana, Gibraltar (United Kingdom), Greece, Grenada, Guadeloupe, Hong Kong, SAR, India, Israel, Italy, Japan, Kenya, Kiribati, Lebanon, Liberia, Libya, Macao, SAR, Madagascar, Malta, Marshall Islands, Martinique, Mauritania, Mauritius, Mexico, Micronesia (Federated States of), Monaco, Montenegro, Montserrat (United Kingdom), Morocco, Mozambique, Namibia, New Caledonia, New Zealand, Nicaragua, Nigeria, Norfolk Island, Panama, Peru, Philippines, Portugal, Republic of Korea, Réunion, Russian Federation, Saint Kitts and Nevis, Saint Lucia, Saint Pierre and Miquelon, Saint Vincent and the Grenadines, Senegal, Seychelles, Sierra Leone, Slovenia, Somalia, South Africa, Spain, Sri Lanka, State of Palestine, Sudan, Syrian Arab Republic, Taiwan, Province of China, Togo, Tonga, Trinidad and Tobago, Tunisia, Türkiye, Tuvalu, United Republic of Tanzania, United States of America, Uruguay, Viet Nam, Wallis and Futuna Islands, Western Sahara, Yemen",,,,,,"American Samoa, Aruba, Bahrain, Bangladesh, Belize, Bonaire, Saint Eustatius and Saba, Brunei Darussalam, Cambodia, Christmas Island, Cocos (Keeling) Islands, Comoros, Congo, Curaçao, Djibouti, Dominican Republic, El Salvador, Equatorial Guinea, Eritrea, French Guiana [FR], Guatemala, Guinea, Guinea Bissau, Guyana, Haiti, Honduras, Indonesia, Iran (Islamic Republic of), Iraq, Jamaica, Jordan, Kuwait, Malaysia, Maldives, Mayotte, Myanmar, Nauru, Niue, Oman, Pakistan, Palau, Papua New Guinea, Pitcairn Islands (United Kingdom), Qatar, Saint Helena and Dependencies (United Kingdom), Saint-Martin, Samoa, Sao Tome and Principe, Saudi Arabia, Singapore, Sint Maarten, Solomon Islands, Suriname, Thailand, Timor-Leste, United Arab Emirates, Vanuatu, Venezuela (Bolivarian Republic of)"
5323,Animalia,Chordata,Elasmobranchii,Lamniformes,Cetorhinidae,Cetorhinus,maximus,,Cetorhinus maximus,,"(Gunnerus, 1765)",SPECIES,II,Appendix II: ,Appendix II: ,Appendix II: ,Appendix II: ,,Appendix II: ,"Polyprosopus macer Couch, 1962, Tetroras maccoyi Barrett, 1933, Cetorhinus normani Siccardi, 1961, Cetorhinus maximus infanuncula forma van Deinse & Adriani, 1953, Squalus homianus Blainville, 1810, Squalus pelegrinus Blainville, 1810, Squalus rashleighanus Couch, 1838, Squalus rhinoceros DeKay, 1842, Squalus gunnerianus Blainville, 1810, Squalus rostratus Macri, 1819, Squalus elephas Lesueur, 1822, Squalus cetaceus Gronow in Gray, 1854, Tetroras angiova Rafinesque, 1809, Halsydrus pontoppidani (Neill, 1809), Cetorhinus maccoyi Barrett, 1933, Cetorhinus blainvillei Brito Capello, 1870, Squalus maximus Gunnerus, 1765, Selachus pennantii Cornish, 1885, Squalus isodus Macri, 1819","Basking Shark, Bone Shark, Elephant Shark, Hoe-mother, Sun-fish","Colayo, Marrajo ballenato, Marrajo gigante, Peje vaca, Peregrino, Pez elefante, Tiburón canasta, Tiburón peregrino","Pelerin, Pèlerin, Poisson à voiles, Requin Pèlerin, Squale géant, Squale-pèlerin",TRUE,"AL, DZ, AR, AU, BS, BE, BM, BA, BR, CV, CA, CL, CN, HR, CU, CY, KP, DK, EC, EG, FK, FO, FR, DE, GI, GR, GL, IS, IE, IM, IL, IT, JP, LB, LY, MT, MR, MX, MC, ME, MA, NA, NL, NZ, NO, PE, PT, KR, RU, SN, SI, ZA, ES, SE, SY, TW, TN, TR, GB, US, UY, EH","Albania, Algeria, Argentina, Australia, Bahamas, Belgium, Bermuda (United Kingdom), Bosnia and Herzegovina, Brazil, Cabo Verde, Canada, Chile, China, Croatia, Cuba, Cyprus, Democratic People's Republic of Korea, Denmark, Ecuador, Egypt, Falkland Islands (Malvinas), Faroe Islands, France, Germany, Gibraltar (United Kingdom), Greece, Greenland, Iceland, Ireland, Isle of Man (United Kingdom), Israel, Italy, Japan, Lebanon, Libya, Malta, Mauritania, Mexico, Monaco, Montenegro, Morocco, Namibia, Netherlands, New Zealand, Norway, Peru, Portugal, Republic of Korea, Russian Federation, Senegal, Slovenia, South Africa, Spain, Sweden, Syrian Arab Republic, Taiwan, Province of China, Tunisia, Türkiye, United Kingdom of Great Britain and Northern Ireland, United States of America, Uruguay, Western Sahara","Albania, Algeria, Argentina, Australia, Belgium, Bosnia and Herzegovina, Brazil, Cabo Verde, Canada, Chile, China, Croatia, Cuba, Cyprus, Democratic People's Republic of Korea, Denmark, Ecuador, Egypt, Falkland Islands (Malvinas), Faroe Islands, France, Germany, Gibraltar (United Kingdom), Greece, Greenland, Iceland, Ireland, Isle of Man (United Kingdom), Israel, Italy, Japan, Lebanon, Libya, Malta, Mauritania, Mexico, Monaco, Montenegro, Morocco, Namibia, Netherlands, New Zealand, Norway, Peru, Portugal, Republic of Korea, Russian Federation, Senegal, Slovenia, South Africa, Spain, Sweden, Syrian Arab Republic, Taiwan, Province of China, Tunisia, Türkiye, United Kingdom of Great Britain and Northern Ireland, United States of America, Uruguay, Western Sahara",,,,,,"Bahamas, Bermuda (United Kingdom)"
100436,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Eusphyra,,,Eusphyra,,"Gill, 1862",GENUS,II,Appendix II: ,Appendix II: ,Appendix II: ,Appendix II: ,,Appendix II: ,,,,,TRUE,,,,,,,,,
100437,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Eusphyra,blochii,,Eusphyra blochii,,"(Cuvier, 1816)",SPECIES,II,Appendix II: ,Appendix II: ,Appendix II: ,Appendix II: ,,Appendix II: ,"Zygaena latycephala Hasselt, 1823, Sphyrna blochii (Cuvier, 1816), Zygaena laticeps Cantor, 1837, Eusphyra laticeps (Cantor, 1837)",Winghead shark,Cornuda planeadora,Requin-marteau planeur,TRUE,"AU, BD, BN, KH, CN, IN, ID, IR, KW, MY, MM, OM, PK, PG, PH, SA, LK, TW, TH, AE, VN","Australia, Bangladesh, Brunei Darussalam, Cambodia, China, India, Indonesia, Iran (Islamic Republic of), Kuwait, Malaysia, Myanmar, Oman, Pakistan, Papua New Guinea, Philippines, Saudi Arabia, Sri Lanka, Taiwan, Province of China, Thailand, United Arab Emirates, Viet Nam","Australia, Bangladesh, Brunei Darussalam, Cambodia, China, India, Indonesia, Iran (Islamic Republic of), Kuwait, Malaysia, Myanmar, Oman, Pakistan, Papua New Guinea, Philippines, Saudi Arabia, Sri Lanka, Taiwan, Province of China, Thailand, United Arab Emirates, Viet Nam",,,,,,
98247,Animalia,Chordata,Elasmobranchii,Rhinopristiformes,Glaucostegidae,Glaucostegus,,,Glaucostegus,,,GENUS,II,Appendix II: ,Appendix II: ,Appendix II: ,Appendix II: ,,Appendix II: ,"Rhinobatus , Scobatus , Rhinobatos ",,,,TRUE,,,,,,,,,
98329,Animalia,Chordata,Elasmobranchii,Rhinopristiformes,Glaucostegidae,Glaucostegus,cemiculus,,Glaucostegus cemiculus,,"Geoffroy Saint-Hilaire, 1817",SPECIES,II,Appendix II: ,Appendix II: ,Appendix II: ,Appendix II: ,,Appendix II: ,"Rhinobatos cemiculus Geoffroy Saint-Hilaire, 1817, Rhina cemiculus Geoffroy St. Hilaire, 1827",Blackchin guitarfish,"Guitarra Barbanegra, Guitarró",Guitarre De Mer Fouisseuse,TRUE,"AL, DZ, AO, BJ, BA, CM, CG, CI, HR, CY, EG, GQ, FR, GA, GM, GH, GR, GN, GW, IL, IT, LB, LR, LY, MR, MC, ME, MA, NG, PT, ST, SN, SL, ES, SY, TG, TN, TR","Albania, Algeria, Angola, Benin, Bosnia and Herzegovina, Cameroon, Congo, Côte d'Ivoire, Croatia, Cyprus, Egypt, Equatorial Guinea, France, Gabon, Gambia, Ghana, Greece, Guinea, Guinea Bissau, Israel, Italy, Lebanon, Liberia, Libya, Mauritania, Monaco, Montenegro, Morocco, Nigeria, Portugal, Sao Tome and Principe, Senegal, Sierra Leone, Spain, Syrian Arab Republic, Togo, Tunisia, Türkiye","Albania, Algeria, Angola, Benin, Bosnia and Herzegovina, Cameroon, Congo, Côte d'Ivoire, Croatia, Cyprus, Egypt, Equatorial Guinea, France, Gabon, Gambia, Ghana, Greece, Guinea, Guinea Bissau, Israel, Italy, Lebanon, Liberia, Libya, Mauritania, Monaco, Montenegro, Morocco, Nigeria, Portugal, Sao Tome and Principe, Senegal, Sierra Leone, Spain, Syrian Arab Republic, Togo, Tunisia, Türkiye",,,,,,
98249,Animalia,Chordata,Elasmobranchii,Rhinopristiformes,Glaucostegidae,Glaucostegus,granulatus,,Glaucostegus granulatus,,"Cuvier, 1829",SPECIES,II,Appendix II: ,Appendix II: ,Appendix II: ,Appendix II: ,,Appendix II: ,"Rhinobatus acutus Garman, 1908, Rhinobatos granulatus Cuvier, 1829, Scobatus granulatus Cuvier, 1829",Sharpnose guitarfish,,,TRUE,"BH, BD, IN, IR, IQ, KW, MM, PK, QA, SA, LK, AE","Bahrain, Bangladesh, India, Iran (Islamic Republic of), Iraq, Kuwait, Myanmar, Pakistan, Qatar, Saudi Arabia, Sri Lanka, United Arab Emirates","Bahrain, Bangladesh, India, Iran (Islamic Republic of), Iraq, Kuwait, Myanmar, Pakistan, Qatar, Saudi Arabia, Sri Lanka, United Arab Emirates",,,,,,
98250,Animalia,Chordata,Elasmobranchii,Rhinopristiformes,Glaucostegidae,Glaucostegus,halavi,,Glaucostegus halavi,,"Forsskal, 1775",SPECIES,II,Appendix II: ,Appendix II: ,Appendix II: ,Appendix II: ,,Appendix II: ,"Rhinobatos halavi Forsskal,1775, Raja halavi Forsskal,1775, Scobatus halavi Forsskal,1775",Halavi guitarfish,,,TRUE,"BH, DJ, EG, ER, IR, IL, JO, OM, PK, QA, SA, SD, AE, YE","Bahrain, Djibouti, Egypt, Eritrea, Iran (Islamic Republic of), Israel, Jordan, Oman, Pakistan, Qatar, Saudi Arabia, Sudan, United Arab Emirates, Yemen","Bahrain, Djibouti, Egypt, Eritrea, Iran (Islamic Republic of), Israel, Jordan, Oman, Pakistan, Qatar, Saudi Arabia, Sudan, United Arab Emirates, Yemen",,,,,,
101448,Animalia,Chordata,Elasmobranchii,Rhinopristiformes,Glaucostegidae,Glaucostegus,microphthalmus,,Glaucostegus microphthalmus,,(Teng 1959),SPECIES,II,Appendix II: ,Appendix II: ,Appendix II: ,Appendix II: ,,Appendix II: ,,,,,TRUE,,,,,,,,,
98251,Animalia,Chordata,Elasmobranchii,Rhinopristiformes,Glaucostegidae,Glaucostegus,obtusus,,Glaucostegus obtusus,,"Muller & Henle, 1841",SPECIES,II,Appendix II: ,Appendix II: ,Appendix II: ,Appendix II: ,,Appendix II: ,"Rhinobatos obtusus Müller & Henle, 1841","Grey guitarfish, Widenose guitarfish",,,TRUE,"BD, IN, ID, MY, MM, PK, SG, LK, TH","Bangladesh, India, Indonesia, Malaysia, Myanmar, Pakistan, Singapore, Sri Lanka, Thailand","Bangladesh, India, Indonesia, Malaysia, Myanmar, Pakistan, Singapore, Sri Lanka, Thailand",,,,,,
101449,Animalia,Chordata,Elasmobranchii,Rhinopristiformes,Glaucostegidae,Glaucostegus,petiti,,Glaucostegus petiti,,(Chabanaud 1929),SPECIES,II,Appendix II: ,Appendix II: ,Appendix II: ,Appendix II: ,,Appendix II: ,,,,,TRUE,,,,,,,,,
101450,Animalia,Chordata,Elasmobranchii,Rhinopristiformes,Glaucostegidae,Glaucostegus,spinosus,,Glaucostegus spinosus,,(Günther 1870),SPECIES,II,Appendix II: ,Appendix II: ,Appendix II: ,Appendix II: ,,Appendix II: ,,,,,TRUE,,,,,,,,,
98252,Animalia,Chordata,Elasmobranchii,Rhinopristiformes,Glaucostegidae,Glaucostegus,thouin,,Glaucostegus thouin,,"Anonymous, 1798",SPECIES,II,Appendix II: ,Appendix II: ,Appendix II: ,Appendix II: ,,Appendix II: ,"Raja thouin Anonymous [Lacepède], 1798, Rhinobatos thouin Anonymous [Lacepède], 1798",Clubnose guitarfish,,,TRUE,"BD, BN, KH, DJ, EG, ER, IN, ID, IL, JO, MY, MM, SA, SG, LK, SD, TH, VN, YE","Bangladesh, Brunei Darussalam, Cambodia, Djibouti, Egypt, Eritrea, India, Indonesia, Israel, Jordan, Malaysia, Myanmar, Saudi Arabia, Singapore, Sri Lanka, Sudan, Thailand, Viet Nam, Yemen","Bangladesh, Brunei Darussalam, Cambodia, Djibouti, Egypt, Eritrea, India, Indonesia, Israel, Jordan, Malaysia, Myanmar, Saudi Arabia, Singapore, Sri Lanka, Sudan, Thailand, Viet Nam, Yemen",,,,,,
98253,Animalia,Chordata,Elasmobranchii,Rhinopristiformes,Glaucostegidae,Glaucostegus,typus,,Glaucostegus typus,,"Bennet, 1830",SPECIES,II,Appendix II: ,Appendix II: ,Appendix II: ,Appendix II: ,,Appendix II: ,"Rhinobatos typus Anonymous [Bennett], 1830, Rhinobatos batillum Whitley, 1939, Rhinobatus armatus Gray, 1834","Common shovelnose ray, Giant guitarfish, Giant shovelnose ray",,,TRUE,"AU, BD, BN, KH, CN, HK, IN, ID, MO, MY, MM, PG, SG, SB, LK, TW, TH, TL, VN","Australia, Bangladesh, Brunei Darussalam, Cambodia, China, Hong Kong, SAR, India, Indonesia, Macao, SAR, Malaysia, Myanmar, Papua New Guinea, Singapore, Solomon Islands, Sri Lanka, Taiwan, Province of China, Thailand, Timor-Leste, Viet Nam","Australia, Bangladesh, Brunei Darussalam, Cambodia, China, Hong Kong, SAR, India, Indonesia, Macao, SAR, Malaysia, Myanmar, Papua New Guinea, Singapore, Solomon Islands, Sri Lanka, Taiwan, Province of China, Thailand, Timor-Leste, Viet Nam",,,,,,
100332,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Glyphis,,,Glyphis,,"Agassiz, 1843",GENUS,II,Appendix II:Listing adopted at CoP19 in November 2022 with entry into effect delayed by 12 months. ,Appendix II:Listing adopted at CoP19 in November 2022 with entry into effect delayed by 12 months. ,Appendix II:Inclusión adoptada en la CoP19 en noviembre de 2022 con entrada en vigor aplazada 12 meses. ,Appendix II:Inscription adoptée à la CdP19 en novembre 2022 avec entrée en vigueur retardée de 12 mois. ,,Appendix II: ,,,,,TRUE,,,,,,,,,
100372,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Glyphis,gangeticus,,Glyphis gangeticus,,"(Müller & Henle, 1839)",SPECIES,II,Appendix II:Listing adopted at CoP19 in November 2022 with entry into effect delayed by 12 months. ,Appendix II:Listing adopted at CoP19 in November 2022 with entry into effect delayed by 12 months. ,Appendix II:Inclusión adoptada en la CoP19 en noviembre de 2022 con entrada en vigor aplazada 12 meses. ,Appendix II:Inscription adoptée à la CdP19 en novembre 2022 avec entrée en vigueur retardée de 12 mois. ,,Appendix II: ,,Ganges shark,,,TRUE,"BD, IN, ID, MY, MM, PK","Bangladesh, India, Indonesia, Malaysia, Myanmar, Pakistan","Bangladesh, India, Indonesia, Malaysia, Myanmar, Pakistan",,,,,,
